tenure,Contract,MonthlyCharges,PaymentMethod,InternetService,OnlineSecurity,TechSupport,Churn_Probability,Risk_Segment,Action_Plan
68,Two year,19.35,Bank transfer (automatic),No,No internet service,No internet service,0.03,🟢 Low Risk,✅ No action needed
1,Month-to-month,48.75,Mailed check,DSL,Yes,No,0.23,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session
65,Two year,109.05,Electronic check,Fiber optic,Yes,Yes,0.05,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
72,Two year,25.0,Bank transfer (automatic),No,No internet service,No internet service,0.01,🟢 Low Risk,✅ No action needed
28,Month-to-month,54.9,Credit card (automatic),DSL,No,Yes,0.1,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
72,Two year,24.75,Credit card (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
2,Month-to-month,91.15,Electronic check,Fiber optic,Yes,No,0.3,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
18,One year,20.15,Bank transfer (automatic),No,No internet service,No internet service,0.64,🟡 Medium Risk,✅ No action needed
60,One year,104.35,Electronic check,Fiber optic,No,No,0.38,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
26,Month-to-month,66.05,Electronic check,DSL,No,Yes,0.33,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
1,Month-to-month,71.65,Electronic check,Fiber optic,No,No,0.98,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
4,Month-to-month,20.35,Mailed check,No,No internet service,No internet service,0.09,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan
68,Two year,92.2,Credit card (automatic),DSL,Yes,Yes,0.0,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
38,Month-to-month,84.25,Credit card (automatic),Fiber optic,No,Yes,1.0,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🔴 URGENT: Flag for immediate customer success team outreach
42,One year,105.2,Bank transfer (automatic),Fiber optic,Yes,No,0.2,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session
57,Two year,19.6,Bank transfer (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
54,Month-to-month,30.4,Electronic check,DSL,No,No,0.12,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
12,Month-to-month,78.1,Bank transfer (automatic),Fiber optic,No,No,0.91,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
44,One year,61.5,Mailed check,DSL,Yes,No,0.04,🟢 Low Risk,🛠️ Support: Proactively reach out with free TechSupport session
42,Month-to-month,69.4,Bank transfer (automatic),DSL,Yes,No,0.04,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session
72,Two year,24.75,Bank transfer (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
71,Two year,91.05,Mailed check,DSL,Yes,Yes,0.0,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
19,Month-to-month,89.65,Mailed check,Fiber optic,No,No,0.82,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
23,Month-to-month,73.65,Credit card (automatic),DSL,No,Yes,0.12,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
30,Two year,19.4,Credit card (automatic),No,No internet service,No internet service,0.01,🟢 Low Risk,✅ No action needed
35,One year,26.2,Bank transfer (automatic),No,No internet service,No internet service,0.05,🟢 Low Risk,✅ No action needed
10,Month-to-month,98.7,Electronic check,Fiber optic,Yes,No,0.97,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
1,Month-to-month,43.85,Bank transfer (automatic),DSL,No,No,0.31,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
22,Month-to-month,69.7,Mailed check,Fiber optic,No,No,0.07,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
7,Two year,38.55,Mailed check,DSL,Yes,No,0.03,🟢 Low Risk,🛠️ Support: Proactively reach out with free TechSupport session
36,Two year,53.1,Mailed check,DSL,Yes,Yes,0.05,🟢 Low Risk,✅ No action needed
34,Month-to-month,20.65,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
72,Two year,64.45,Credit card (automatic),DSL,Yes,No,0.01,🟢 Low Risk,🛠️ Support: Proactively reach out with free TechSupport session
36,Two year,25.1,Credit card (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
1,Month-to-month,76.35,Electronic check,Fiber optic,No,No,1.0,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
23,Month-to-month,79.15,Electronic check,Fiber optic,No,No,0.68,🟡 Medium Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
32,Month-to-month,85.0,Electronic check,Fiber optic,No,No,0.88,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
71,One year,95.15,Credit card (automatic),Fiber optic,Yes,Yes,0.02,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
23,Month-to-month,79.35,Mailed check,Fiber optic,No,No,0.13,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
17,One year,96.65,Bank transfer (automatic),Fiber optic,No,No,0.38,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
1,Month-to-month,75.5,Electronic check,DSL,No,Yes,0.21,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
12,Two year,19.7,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
72,Two year,20.5,Credit card (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
1,Month-to-month,19.2,Mailed check,No,No internet service,No internet service,0.07,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan
72,Two year,98.35,Bank transfer (automatic),Fiber optic,No,No,0.19,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
60,Month-to-month,74.35,Bank transfer (automatic),Fiber optic,No,No,0.15,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
61,Two year,51.35,Credit card (automatic),DSL,No,Yes,0.01,🟢 Low Risk,🔒 Upsell: Offer free 1-month OnlineSecurity trial
6,Month-to-month,45.65,Mailed check,DSL,No,No,0.22,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
32,Month-to-month,85.3,Electronic check,Fiber optic,No,No,0.96,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
31,Month-to-month,86.55,Credit card (automatic),Fiber optic,No,No,0.83,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
19,Month-to-month,73.85,Credit card (automatic),Fiber optic,No,No,0.99,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
72,Two year,20.3,Bank transfer (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
32,Month-to-month,54.2,Electronic check,DSL,No,No,0.26,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
65,Month-to-month,90.65,Electronic check,Fiber optic,No,No,0.35,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
45,Month-to-month,50.9,Bank transfer (automatic),DSL,Yes,No,0.24,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session
42,One year,25.05,Electronic check,No,No internet service,No internet service,0.12,🟢 Low Risk,💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
8,Month-to-month,74.85,Electronic check,Fiber optic,No,No,0.2,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
32,Two year,20.5,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
22,Month-to-month,63.55,Mailed check,DSL,Yes,Yes,0.23,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
57,Month-to-month,44.85,Electronic check,DSL,No,No,0.94,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
1,Month-to-month,47.95,Electronic check,DSL,Yes,No,0.13,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
1,Month-to-month,45.1,Electronic check,DSL,No,No,0.98,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
